"refund_id","original_tran_id","refund_time","employee_id","reason","detailed_id","quantity","amount"
3168,2330,"2025-03-21 00:00:00",46,"Other",6245,"1.000","6.00"
3169,29294,"2025-02-08 00:00:00",24,"Wrong item",78653,"2.000","9.00"
3170,28436,"2025-04-25 00:00:00",18,"Changed mind",76390,"3.000","34.50"
3171,47773,"2025-05-05 00:00:00",18,"Quality/Expired",128626,"2.000","4.00"
3172,9659,"2025-04-04 00:00:00",40,"Defective",26039,"4.000","25.50"
3173,41749,"2025-03-01 00:00:00",47,"Defective",112392,"1.000","2.50"
3174,22318,"2025-03-15 00:00:00",46,"Changed mind",59963,"1.000","4.00"
3175,30237,"2025-04-13 00:00:00",47,"Changed mind",81262,"2.000","12.70"
3176,14290,"2025-05-22 00:00:00",28,"Wrong item",38483,"2.000","102.34"
3177,45906,"2025-08-21 00:00:00",38,"Wrong item",123586,"1.000","1.80"
3178,26291,"2025-03-25 00:00:00",14,"Changed mind",70698,"2.000","10.00"
3179,29721,"2025-06-23 00:00:00",46,"Wrong item",79839,"4.000","16.00"
3180,11962,"2025-02-27 00:00:00",3,"Quality/Expired",32231,"2.000","3.00"
3181,10066,"2025-07-02 00:00:00",3,"Defective",27128,"1.000","1.50"
3182,23929,"2025-06-23 00:00:00",7,"Defective",64302,"1.000","2.45"
3183,35414,"2025-02-18 00:00:00",46,"Quality/Expired",95318,"2.000","12.24"
3184,40336,"2025-02-20 00:00:00",3,"Other",108567,"1.000","4.00"
3185,6226,"2025-05-25 00:00:00",14,"Quality/Expired",16736,"1.000","2.00"
3186,31112,"2025-05-29 00:00:00",46,"Changed mind",83633,"5.000","102.50"
3187,35896,"2025-07-04 00:00:00",46,"Quality/Expired",96591,"3.000","21.00"
3188,25784,"2025-04-15 00:00:00",3,"Other",69303,"1.000","4.00"
3189,4010,"2025-07-04 00:00:00",3,"Changed mind",10778,"1.000","3.90"
3190,20361,"2025-08-14 00:00:00",46,"Defective",54718,"2.000","2.81"
3191,48333,"2025-02-21 00:00:00",28,"Changed mind",130145,"1.000","3.00"
3192,32294,"2025-06-26 00:00:00",7,"Wrong item",86829,"4.000","16.00"
3193,29400,"2025-03-27 00:00:00",47,"Wrong item",78950,"2.000","5.00"
3194,2351,"2025-07-06 00:00:00",40,"Defective",6297,"2.000","18.00"
3195,25438,"2025-04-01 00:00:00",3,"Defective",68352,"1.000","12.00"
3196,8231,"2025-03-13 00:00:00",14,"Changed mind",22176,"1.000","4.00"
3197,6558,"2025-02-11 00:00:00",24,"Changed mind",17643,"1.000","6.58"
3198,7583,"2025-05-20 00:00:00",18,"Defective",20399,"1.000","4.54"
3199,46482,"2025-06-02 00:00:00",38,"Changed mind",125177,"3.000","16.50"
3200,23344,"2025-07-27 00:00:00",7,"Changed mind",62712,"4.000","10.00"
3201,4871,"2025-02-23 00:00:00",47,"Wrong item",13086,"1.000","9.00"
3202,1058,"2025-08-05 00:00:00",38,"Changed mind",2822,"2.000","9.00"
3203,40954,"2025-01-20 00:00:00",3,"Wrong item",110266,"1.000","2.00"
3204,1582,"2025-05-23 00:00:00",14,"Defective",4241,"1.000","1.20"
3205,42626,"2025-05-26 00:00:00",7,"Changed mind",114731,"1.000","9.37"
3206,38643,"2025-03-25 00:00:00",47,"Other",104004,"1.000","3.00"
3207,3495,"2025-05-19 00:00:00",3,"Wrong item",9357,"1.000","4.50"
3208,24706,"2025-04-01 00:00:00",7,"Defective",66395,"4.000","25.20"
3209,21265,"2025-02-23 00:00:00",7,"Other",57147,"2.000","40.00"
3210,34365,"2025-03-26 00:00:00",46,"Defective",92445,"2.000","15.00"
3211,18966,"2025-06-09 00:00:00",47,"Wrong item",50985,"1.000","7.50"
3212,45743,"2025-05-01 00:00:00",14,"Changed mind",123145,"1.000","7.00"
3213,17759,"2025-06-01 00:00:00",3,"Wrong item",47768,"1.000","7.00"
3214,35973,"2025-01-14 00:00:00",3,"Quality/Expired",96794,"3.000","16.50"
3215,8570,"2025-07-12 00:00:00",18,"Changed mind",23084,"4.000","10.00"
3216,9377,"2025-01-11 00:00:00",18,"Changed mind",25296,"2.000","6.00"
3217,47584,"2025-01-15 00:00:00",14,"Changed mind",128123,"2.000","10.00"
3218,41554,"2025-07-22 00:00:00",18,"Wrong item",111876,"1.000","9.00"
3219,41761,"2025-03-12 00:00:00",24,"Quality/Expired",112426,"2.000","9.60"
3220,2997,"2025-07-20 00:00:00",47,"Defective",7992,"2.000","10.00"
3221,4615,"2025-02-01 00:00:00",46,"Quality/Expired",12387,"2.000","8.70"
3222,40894,"2025-03-02 00:00:00",47,"Other",110099,"3.000","7.50"
3223,25372,"2025-05-22 00:00:00",46,"Other",68174,"1.000","6.00"
3224,38140,"2025-04-21 00:00:00",24,"Changed mind",102660,"4.000","40.00"
3225,28067,"2025-08-08 00:00:00",3,"Defective",75429,"1.000","1.90"
3226,24356,"2025-06-11 00:00:00",47,"Wrong item",65469,"2.000","5.90"
3227,30831,"2025-02-15 00:00:00",38,"Changed mind",82871,"1.000","1.75"
3228,20547,"2025-08-06 00:00:00",28,"Defective",55213,"1.000","2.30"
3229,37303,"2025-07-09 00:00:00",38,"Changed mind",100401,"2.000","19.21"
3230,18094,"2025-07-03 00:00:00",46,"Defective",48689,"1.000","4.00"
3231,45068,"2025-08-12 00:00:00",46,"Wrong item",121300,"2.000","8.00"
3232,5390,"2025-08-16 00:00:00",7,"Quality/Expired",14454,"3.000","10.50"
3233,32653,"2025-03-06 00:00:00",14,"Changed mind",87787,"1.000","2.00"
3234,21460,"2025-04-08 00:00:00",24,"Changed mind",57665,"1.000","25.00"
3235,21197,"2025-07-21 00:00:00",7,"Other",56955,"1.000","6.80"
3236,37603,"2025-02-21 00:00:00",18,"Quality/Expired",101215,"3.000","15.00"
3237,15767,"2025-04-18 00:00:00",38,"Wrong item",42405,"4.000","12.00"
3238,35962,"2025-02-06 00:00:00",46,"Changed mind",96765,"2.000","11.85"
3239,13015,"2025-06-10 00:00:00",24,"Quality/Expired",35103,"3.000","11.55"
3240,43895,"2025-01-20 00:00:00",38,"Changed mind",118158,"1.000","3.34"
3241,20013,"2025-05-31 00:00:00",38,"Changed mind",53821,"2.000","12.00"
3242,35210,"2025-02-14 00:00:00",7,"Defective",94757,"2.000","8.90"
3243,2973,"2025-08-26 00:00:00",46,"Changed mind",7933,"2.000","20.00"
3244,31253,"2025-05-24 00:00:00",47,"Wrong item",84015,"3.000","18.00"
3245,48901,"2025-05-28 00:00:00",46,"Changed mind",131654,"2.000","4.00"
3246,42337,"2025-04-22 00:00:00",7,"Defective",113961,"1.000","2.00"
3247,29042,"2025-08-06 00:00:00",47,"Wrong item",77999,"1.000","2.10"
3248,16152,"2025-08-08 00:00:00",14,"Quality/Expired",43434,"1.000","4.00"
3249,15501,"2025-06-09 00:00:00",18,"Quality/Expired",41695,"3.000","14.23"
3250,2388,"2025-07-31 00:00:00",40,"Wrong item",6411,"2.000","10.00"
3251,43430,"2025-05-12 00:00:00",18,"Changed mind",116889,"1.000","2.50"
3252,44050,"2025-03-18 00:00:00",14,"Changed mind",118582,"3.000","7.50"
3253,17115,"2025-04-15 00:00:00",46,"Defective",46031,"3.000","13.50"
3254,46465,"2025-06-03 00:00:00",14,"Defective",125131,"1.000","6.63"
3255,28947,"2025-04-04 00:00:00",7,"Defective",77747,"1.000","2.00"
3256,17858,"2025-05-20 00:00:00",18,"Defective",48048,"1.000","6.55"
3257,26989,"2025-03-05 00:00:00",14,"Quality/Expired",72536,"4.000","16.00"
3258,35202,"2025-02-24 00:00:00",46,"Defective",94738,"1.000","3.22"
3259,34986,"2025-05-01 00:00:00",46,"Defective",94169,"1.000","5.50"
3260,26391,"2025-04-05 00:00:00",38,"Other",70955,"1.000","4.75"
3261,28481,"2025-04-24 00:00:00",14,"Defective",76510,"4.000","24.00"
3262,283,"2025-06-05 00:00:00",47,"Quality/Expired",765,"1.000","1.89"
3263,28143,"2025-02-21 00:00:00",7,"Quality/Expired",75608,"1.000","25.00"
3264,18766,"2025-07-03 00:00:00",14,"Changed mind",50458,"1.000","4.75"
3265,40697,"2025-05-06 00:00:00",47,"Wrong item",109556,"1.000","2.75"
3266,1407,"2025-01-17 00:00:00",7,"Changed mind",3771,"3.000","15.00"
3267,27014,"2025-02-06 00:00:00",47,"Changed mind",72614,"1.000","3.00"
3268,38495,"2025-08-03 00:00:00",38,"Changed mind",103626,"2.000","19.00"
3269,16736,"2025-04-10 00:00:00",28,"Defective",45021,"1.000","9.50"
3270,28513,"2025-07-23 00:00:00",14,"Changed mind",76586,"1.000","3.00"
3271,36782,"2025-07-29 00:00:00",40,"Defective",98983,"2.000","6.00"
3272,19942,"2025-06-13 00:00:00",47,"Changed mind",53638,"2.000","18.28"
3273,48273,"2025-03-23 00:00:00",46,"Other",129984,"2.000","10.00"
3274,8066,"2025-07-18 00:00:00",47,"Other",21716,"2.000","40.00"
3275,4823,"2025-06-07 00:00:00",38,"Defective",12945,"1.000","5.00"
3276,16691,"2025-03-29 00:00:00",14,"Quality/Expired",44899,"1.000","0.90"
3277,4177,"2025-01-11 00:00:00",40,"Wrong item",11212,"1.000","2.35"
3278,8368,"2025-01-08 00:00:00",14,"Defective",22546,"1.000","6.00"
3279,33100,"2025-02-20 00:00:00",28,"Other",89052,"3.000","7.12"
3280,31593,"2025-06-28 00:00:00",3,"Quality/Expired",84915,"1.000","2.70"
3281,26869,"2025-07-04 00:00:00",47,"Wrong item",72226,"2.000","14.00"
3282,44162,"2025-02-24 00:00:00",7,"Other",118881,"2.000","20.00"
3283,45211,"2025-02-09 00:00:00",7,"Other",121711,"1.000","10.00"
3284,7324,"2025-03-12 00:00:00",46,"Wrong item",19718,"2.000","19.00"
3285,27682,"2025-03-29 00:00:00",7,"Other",74386,"2.000","3.60"
3286,18610,"2025-02-06 00:00:00",18,"Other",50073,"2.000","60.00"
3287,19352,"2025-03-07 00:00:00",14,"Quality/Expired",52039,"1.000","3.00"
3288,40973,"2025-07-04 00:00:00",24,"Changed mind",110320,"2.000","8.00"
3289,17903,"2025-04-21 00:00:00",38,"Quality/Expired",48171,"1.000","0.96"
3290,18928,"2025-06-13 00:00:00",47,"Wrong item",50893,"3.000","12.00"
3291,27980,"2025-04-09 00:00:00",46,"Wrong item",75169,"1.000","15.00"
3292,17970,"2025-08-08 00:00:00",7,"Defective",48353,"3.000","14.10"
3293,24244,"2025-06-05 00:00:00",18,"Defective",65174,"3.000","15.07"
3294,14052,"2025-01-12 00:00:00",47,"Defective",37862,"2.000","2.00"
3295,18829,"2025-01-23 00:00:00",14,"Defective",50633,"2.000","14.00"
3296,20541,"2025-04-23 00:00:00",46,"Changed mind",55197,"1.000","5.30"
3297,36445,"2025-04-22 00:00:00",46,"Quality/Expired",98066,"2.000","2.00"
3298,14911,"2025-05-13 00:00:00",3,"Changed mind",40122,"1.000","4.50"
3299,18594,"2025-02-11 00:00:00",7,"Wrong item",50030,"1.000","4.45"
3300,9729,"2025-03-18 00:00:00",24,"Changed mind",26213,"1.000","0.80"
3301,47929,"2025-06-16 00:00:00",46,"Other",129044,"2.000","19.50"
3302,6414,"2025-03-21 00:00:00",40,"Wrong item",17262,"1.000","2.75"
3303,27503,"2025-07-21 00:00:00",7,"Defective",73915,"3.000","9.00"
3304,34416,"2025-05-19 00:00:00",18,"Changed mind",92589,"1.000","3.00"
3305,18236,"2025-07-30 00:00:00",14,"Defective",49086,"1.000","5.00"
3306,32718,"2025-04-17 00:00:00",3,"Changed mind",87978,"3.000","15.00"
3307,40035,"2025-05-25 00:00:00",7,"Other",107778,"2.000","4.00"
3308,47923,"2025-06-25 00:00:00",47,"Changed mind",129031,"3.000","4.50"
3309,19840,"2025-05-20 00:00:00",38,"Changed mind",53367,"1.000","5.50"
3310,42905,"2025-06-22 00:00:00",28,"Changed mind",115482,"1.000","4.98"
3311,22836,"2025-07-31 00:00:00",3,"Other",61324,"2.000","24.00"
3312,19697,"2025-03-07 00:00:00",28,"Quality/Expired",52989,"1.000","3.00"
3313,22920,"2025-06-13 00:00:00",18,"Wrong item",61548,"1.000","3.90"
3314,46507,"2025-06-22 00:00:00",47,"Other",125238,"2.000","3.71"
3315,30039,"2025-08-22 00:00:00",24,"Quality/Expired",80737,"1.000","4.00"
3316,38258,"2025-04-30 00:00:00",18,"Changed mind",102976,"2.000","14.00"
3317,40839,"2025-03-19 00:00:00",7,"Quality/Expired",109948,"2.000","19.00"
3318,16069,"2025-07-24 00:00:00",14,"Changed mind",43219,"1.000","6.00"
3319,6745,"2025-03-18 00:00:00",40,"Quality/Expired",18173,"1.000","2.50"
3320,43575,"2025-04-22 00:00:00",14,"Changed mind",117275,"1.000","2.90"
3321,46147,"2025-07-22 00:00:00",18,"Other",124247,"2.000","9.50"
3322,25116,"2025-04-01 00:00:00",3,"Other",67528,"2.000","9.50"
3323,45575,"2025-06-24 00:00:00",38,"Other",122710,"3.000","5.44"
3324,38500,"2025-02-06 00:00:00",47,"Changed mind",103636,"4.000","120.00"
3325,10003,"2025-03-13 00:00:00",28,"Wrong item",26958,"1.000","6.00"
3326,3918,"2025-07-13 00:00:00",24,"Quality/Expired",10526,"3.000","12.00"
3327,36889,"2025-04-29 00:00:00",14,"Changed mind",99275,"2.000","20.00"
3328,10846,"2025-05-20 00:00:00",38,"Quality/Expired",29207,"1.000","9.00"
3329,18722,"2025-03-18 00:00:00",28,"Quality/Expired",50357,"1.000","12.50"
3330,21783,"2025-03-23 00:00:00",14,"Changed mind",58509,"2.000","4.00"
3331,3514,"2025-04-02 00:00:00",3,"Changed mind",9410,"4.000","5.80"
3332,8439,"2025-02-24 00:00:00",18,"Wrong item",22733,"3.000","15.00"
3333,8502,"2025-06-17 00:00:00",14,"Other",22902,"2.000","3.00"
3334,49719,"2025-07-11 00:00:00",18,"Changed mind",133893,"1.000","3.29"
3335,36061,"2025-06-15 00:00:00",3,"Quality/Expired",97039,"2.000","8.80"
3336,41671,"2025-02-12 00:00:00",7,"Quality/Expired",112188,"2.000","18.00"
3337,21534,"2025-03-29 00:00:00",40,"Wrong item",57867,"3.000","18.00"
3338,46955,"2025-07-10 00:00:00",7,"Wrong item",126461,"2.000","18.00"
3339,30907,"2025-05-01 00:00:00",46,"Quality/Expired",83073,"2.000","30.62"
3340,34243,"2025-05-11 00:00:00",14,"Changed mind",92131,"2.000","5.00"
3341,37893,"2025-04-02 00:00:00",3,"Wrong item",102026,"2.000","10.00"
3342,44366,"2025-06-29 00:00:00",24,"Quality/Expired",119423,"4.000","9.66"
3343,36839,"2025-03-08 00:00:00",38,"Changed mind",99135,"1.000","25.00"
3344,49407,"2025-07-13 00:00:00",40,"Changed mind",133035,"1.000","2.75"
3345,39221,"2025-02-12 00:00:00",18,"Changed mind",105534,"2.000","20.00"
3346,14863,"2025-08-17 00:00:00",3,"Other",39992,"5.000","10.00"
3347,6649,"2025-05-31 00:00:00",3,"Wrong item",17899,"1.000","6.00"
3348,9878,"2025-05-10 00:00:00",38,"Quality/Expired",26613,"2.000","5.00"
3349,28797,"2025-07-05 00:00:00",14,"Quality/Expired",77340,"1.000","2.50"
3350,9708,"2025-07-28 00:00:00",7,"Wrong item",26155,"1.000","6.25"
3351,15046,"2025-04-05 00:00:00",24,"Wrong item",40473,"2.000","20.00"
3352,23117,"2025-06-25 00:00:00",28,"Changed mind",62084,"1.000","2.40"
3353,47864,"2025-03-24 00:00:00",28,"Changed mind",128867,"1.000","1.75"
3354,34985,"2025-05-26 00:00:00",40,"Changed mind",94164,"1.000","0.20"
3355,2529,"2025-02-17 00:00:00",38,"Wrong item",6779,"2.000","3.60"
3356,12795,"2025-06-29 00:00:00",47,"Changed mind",34488,"1.000","3.50"
3357,46634,"2025-07-29 00:00:00",14,"Changed mind",125599,"1.000","9.50"
3358,10755,"2025-04-15 00:00:00",40,"Defective",28975,"2.000","6.00"
3359,9373,"2025-07-04 00:00:00",28,"Defective",25285,"2.000","7.24"
3360,97,"2025-04-14 00:00:00",38,"Wrong item",246,"1.000","6.50"
3361,35829,"2025-02-26 00:00:00",18,"Defective",96401,"3.000","20.17"
3362,29268,"2025-02-11 00:00:00",3,"Changed mind",78586,"2.000","2.81"
3363,14639,"2025-01-22 00:00:00",38,"Quality/Expired",39382,"2.000","8.00"
3364,35593,"2025-03-09 00:00:00",38,"Other",95789,"4.000","38.00"
3365,1251,"2025-01-20 00:00:00",40,"Changed mind",3356,"3.000","24.00"
3366,22183,"2025-08-04 00:00:00",3,"Defective",59611,"1.000","6.00"
3367,2378,"2025-05-11 00:00:00",28,"Changed mind",6376,"1.000","4.50"
3368,44156,"2025-01-31 00:00:00",47,"Defective",118862,"3.000","12.30"
3369,32879,"2025-04-16 00:00:00",47,"Changed mind",88432,"2.000","12.30"
3370,42902,"2025-07-20 00:00:00",7,"Quality/Expired",115474,"3.000","9.00"
3371,19090,"2025-03-10 00:00:00",24,"Defective",51344,"1.000","6.00"
3372,36833,"2025-05-20 00:00:00",40,"Changed mind",99117,"1.000","4.00"
3373,34736,"2025-01-17 00:00:00",38,"Defective",93467,"3.000","28.50"
3374,42638,"2025-02-05 00:00:00",14,"Defective",114767,"1.000","2.50"
3375,49366,"2025-02-27 00:00:00",14,"Other",132922,"3.000","7.50"
3376,24219,"2025-04-22 00:00:00",40,"Changed mind",65103,"2.000","8.00"
3377,35872,"2025-07-27 00:00:00",24,"Wrong item",96520,"2.000","42.00"
3378,33833,"2025-03-13 00:00:00",38,"Wrong item",91048,"1.000","2.00"
3379,47559,"2025-08-14 00:00:00",38,"Changed mind",128056,"2.000","40.00"
3380,9461,"2025-02-05 00:00:00",47,"Quality/Expired",25517,"1.000","53.82"
3381,9023,"2025-06-27 00:00:00",28,"Defective",24314,"1.000","2.30"
3382,8137,"2025-02-03 00:00:00",28,"Changed mind",21912,"3.000","9.00"
3383,3803,"2025-08-12 00:00:00",18,"Changed mind",10209,"1.000","5.00"
3384,44707,"2025-05-27 00:00:00",40,"Defective",120357,"2.000","4.00"
3385,49513,"2025-05-06 00:00:00",7,"Wrong item",133322,"2.000","12.00"
3386,5710,"2025-08-08 00:00:00",14,"Quality/Expired",15332,"1.000","6.00"
3387,23977,"2025-02-27 00:00:00",40,"Quality/Expired",64445,"1.000","4.75"
3388,44180,"2025-03-02 00:00:00",7,"Defective",118928,"1.000","8.00"
3389,47076,"2025-07-10 00:00:00",38,"Other",126763,"1.000","10.00"
3390,39482,"2025-03-05 00:00:00",40,"Quality/Expired",106243,"1.000","4.00"
3391,3787,"2025-01-19 00:00:00",7,"Defective",10167,"2.000","3.00"
3392,30442,"2025-03-23 00:00:00",14,"Quality/Expired",81793,"3.000","7.50"
3393,41688,"2025-05-08 00:00:00",18,"Changed mind",112232,"1.000","4.00"
3394,42934,"2025-03-11 00:00:00",47,"Defective",115559,"1.000","2.00"
3395,15034,"2025-04-13 00:00:00",18,"Wrong item",40441,"1.000","5.57"
3396,36130,"2025-06-29 00:00:00",7,"Defective",97218,"4.000","15.60"
3397,38262,"2025-08-07 00:00:00",7,"Quality/Expired",102988,"1.000","2.56"
3398,30738,"2025-06-12 00:00:00",3,"Changed mind",82613,"4.000","32.00"
3399,38600,"2025-05-21 00:00:00",28,"Changed mind",103901,"1.000","7.00"
3400,23790,"2025-04-10 00:00:00",18,"Other",63923,"2.000","14.00"
3401,29947,"2025-06-29 00:00:00",18,"Other",80485,"1.000","4.00"
3402,7260,"2025-07-18 00:00:00",3,"Changed mind",19549,"4.000","3.20"
3403,23579,"2025-04-26 00:00:00",28,"Defective",63365,"1.000","20.00"
3404,10002,"2025-05-26 00:00:00",47,"Other",26956,"3.000","6.00"
3405,44002,"2025-05-11 00:00:00",14,"Defective",118441,"1.000","20.00"
3406,41878,"2025-07-17 00:00:00",38,"Defective",112742,"3.000","30.00"
3407,36684,"2025-07-05 00:00:00",47,"Other",98712,"2.000","5.00"
3408,33365,"2025-03-03 00:00:00",47,"Wrong item",89775,"1.000","30.00"
3409,32624,"2025-04-24 00:00:00",3,"Defective",87701,"2.000","18.00"
3410,41119,"2025-04-19 00:00:00",18,"Defective",110714,"5.000","30.00"
3411,25403,"2025-07-09 00:00:00",38,"Defective",68259,"1.000","4.75"
3412,29889,"2025-03-18 00:00:00",40,"Quality/Expired",80323,"5.000","71.30"
3413,9613,"2025-01-30 00:00:00",14,"Changed mind",25921,"1.000","4.00"
3414,31407,"2025-02-11 00:00:00",7,"Wrong item",84423,"1.000","10.00"
3415,42787,"2025-06-18 00:00:00",18,"Changed mind",115169,"1.000","4.35"
3416,23564,"2025-03-10 00:00:00",24,"Changed mind",63321,"1.000","2.00"
3417,25721,"2025-06-11 00:00:00",14,"Quality/Expired",69127,"3.000","11.39"
3418,41303,"2025-02-23 00:00:00",7,"Quality/Expired",111226,"3.000","6.00"
3419,10033,"2025-02-10 00:00:00",40,"Defective",27035,"4.000","17.40"
3420,25963,"2025-02-03 00:00:00",3,"Quality/Expired",69797,"2.000","12.20"
3421,12077,"2025-08-02 00:00:00",46,"Changed mind",32539,"1.000","2.00"
3422,47998,"2025-03-06 00:00:00",38,"Changed mind",129232,"1.000","5.50"
3423,39319,"2025-05-22 00:00:00",14,"Defective",105790,"1.000","3.00"
3424,11375,"2025-07-11 00:00:00",18,"Changed mind",30680,"3.000","16.54"
3425,49721,"2025-04-23 00:00:00",7,"Quality/Expired",133898,"3.000","13.50"
3426,27542,"2025-07-14 00:00:00",18,"Wrong item",74027,"2.000","4.80"
3427,28156,"2025-05-07 00:00:00",47,"Other",75646,"1.000","2.50"
3428,21777,"2025-04-20 00:00:00",7,"Other",58485,"2.000","5.00"
3429,48821,"2025-05-09 00:00:00",3,"Changed mind",131432,"2.000","12.00"
3430,32857,"2025-03-21 00:00:00",46,"Defective",88367,"4.000","80.00"
3431,10473,"2025-06-18 00:00:00",14,"Changed mind",28192,"2.000","11.00"
3432,25587,"2025-07-20 00:00:00",18,"Defective",68763,"2.000","133.10"
3433,31901,"2025-07-06 00:00:00",18,"Quality/Expired",85761,"4.000","0.80"
3434,15448,"2025-02-20 00:00:00",14,"Quality/Expired",41548,"1.000","25.00"
3435,43517,"2025-05-17 00:00:00",47,"Other",117121,"1.000","3.50"
3436,46994,"2025-02-20 00:00:00",3,"Changed mind",126564,"3.000","27.00"
3437,49220,"2025-01-31 00:00:00",24,"Other",132514,"1.000","4.00"
3438,46391,"2025-06-25 00:00:00",18,"Defective",124917,"1.000","5.00"
3439,15719,"2025-02-07 00:00:00",24,"Other",42270,"1.000","10.00"
3440,21038,"2025-02-21 00:00:00",14,"Wrong item",56530,"1.000","53.82"
3441,48892,"2025-07-20 00:00:00",14,"Other",131632,"3.000","5.25"
3442,27415,"2025-06-10 00:00:00",7,"Changed mind",73673,"1.000","5.00"
3443,34797,"2025-03-28 00:00:00",47,"Quality/Expired",93639,"2.000","17.80"
3444,20430,"2025-03-16 00:00:00",3,"Changed mind",54908,"2.000","3.80"
3445,44481,"2025-06-21 00:00:00",24,"Wrong item",119721,"1.000","2.00"
3446,3666,"2025-07-24 00:00:00",24,"Defective",9829,"2.000","14.00"
3447,11779,"2025-02-08 00:00:00",46,"Other",31752,"2.000","3.50"
3448,3105,"2025-08-03 00:00:00",3,"Quality/Expired",8280,"1.000","2.45"
3449,30388,"2025-06-27 00:00:00",38,"Wrong item",81646,"2.000","11.00"
3450,20901,"2025-05-20 00:00:00",46,"Wrong item",56156,"2.000","8.40"
3451,34640,"2025-06-29 00:00:00",3,"Quality/Expired",93197,"1.000","3.50"
3452,48323,"2025-05-04 00:00:00",38,"Quality/Expired",130119,"1.000","18.00"
3453,24309,"2025-03-06 00:00:00",14,"Wrong item",65349,"1.000","2.50"
3454,9813,"2025-07-20 00:00:00",3,"Other",26433,"2.000","33.67"
3455,33607,"2025-03-02 00:00:00",47,"Quality/Expired",90426,"2.000","10.97"
3456,12259,"2025-03-08 00:00:00",38,"Quality/Expired",33029,"2.000","3.35"
3457,43106,"2025-02-04 00:00:00",24,"Defective",116012,"1.000","4.00"
3458,26582,"2025-04-06 00:00:00",14,"Changed mind",71467,"3.000","7.50"
3459,20922,"2025-06-07 00:00:00",38,"Other",56211,"1.000","5.00"
3460,39184,"2025-03-16 00:00:00",18,"Changed mind",105436,"1.000","2.30"
3461,19776,"2025-03-31 00:00:00",24,"Other",53207,"2.000","4.00"
3462,29984,"2025-04-16 00:00:00",7,"Changed mind",80586,"2.000","3.00"
3463,35478,"2025-06-14 00:00:00",28,"Changed mind",95490,"4.000","80.00"
3464,36332,"2025-05-31 00:00:00",40,"Defective",97760,"2.000","4.00"
3465,17746,"2025-06-13 00:00:00",46,"Wrong item",47733,"1.000","1.80"
3466,3203,"2025-02-21 00:00:00",38,"Defective",8556,"1.000","6.00"
3467,41497,"2025-02-21 00:00:00",3,"Quality/Expired",111732,"4.000","40.00"
3468,48005,"2025-02-03 00:00:00",28,"Defective",129251,"3.000","54.00"
3469,28212,"2025-04-29 00:00:00",24,"Changed mind",75802,"3.000","18.60"
3470,47759,"2025-06-07 00:00:00",40,"Wrong item",128586,"1.000","7.00"
3471,30302,"2025-02-04 00:00:00",24,"Changed mind",81435,"4.000","18.00"
3472,29541,"2025-07-04 00:00:00",47,"Changed mind",79349,"1.000","1.66"
3473,2262,"2025-02-07 00:00:00",3,"Quality/Expired",6055,"1.000","4.00"
3474,39009,"2025-06-29 00:00:00",40,"Wrong item",104986,"1.000","2.32"
3475,29312,"2025-06-01 00:00:00",40,"Quality/Expired",78699,"1.000","4.00"
3476,10381,"2025-06-21 00:00:00",38,"Wrong item",27947,"1.000","2.50"
3477,23601,"2025-06-27 00:00:00",28,"Defective",63420,"2.000","16.88"
3478,25932,"2025-02-07 00:00:00",3,"Quality/Expired",69714,"2.000","8.00"
3479,28107,"2025-05-02 00:00:00",18,"Quality/Expired",75521,"1.000","8.00"
3480,9250,"2025-03-08 00:00:00",38,"Changed mind",24930,"1.000","1.80"
3481,32471,"2025-06-10 00:00:00",40,"Changed mind",87290,"1.000","3.00"
3482,27112,"2025-07-19 00:00:00",3,"Quality/Expired",72867,"2.000","7.00"
3483,16529,"2025-01-12 00:00:00",46,"Other",44457,"2.000","5.00"
3484,39165,"2025-06-07 00:00:00",7,"Wrong item",105385,"1.000","2.50"
3485,49592,"2025-04-29 00:00:00",24,"Wrong item",133535,"2.000","4.54"
3486,39048,"2025-05-08 00:00:00",3,"Wrong item",105080,"3.000","7.20"
3487,19847,"2025-03-05 00:00:00",7,"Defective",53387,"1.000","4.66"
3488,32670,"2025-08-01 00:00:00",47,"Changed mind",87842,"2.000","11.00"
3489,26845,"2025-03-20 00:00:00",3,"Other",72158,"1.000","2.00"
3490,33321,"2025-04-22 00:00:00",47,"Changed mind",89660,"1.000","3.10"
3491,38567,"2025-06-30 00:00:00",3,"Defective",103806,"1.000","4.40"
3492,48048,"2025-05-27 00:00:00",28,"Defective",129365,"2.000","14.00"
3493,13601,"2025-06-05 00:00:00",14,"Changed mind",36661,"1.000","1.75"
3494,31131,"2025-04-27 00:00:00",38,"Wrong item",83683,"1.000","2.85"
3495,7581,"2025-03-11 00:00:00",7,"Other",20392,"2.000","8.00"
3496,2792,"2025-01-31 00:00:00",7,"Changed mind",7470,"2.000","9.62"
3497,49088,"2025-05-25 00:00:00",28,"Changed mind",132154,"5.000","47.50"
3498,1529,"2025-04-08 00:00:00",38,"Other",4104,"1.000","3.50"
3499,14949,"2025-06-05 00:00:00",18,"Defective",40215,"2.000","20.00"
3500,28151,"2025-07-21 00:00:00",24,"Wrong item",75632,"1.000","1.90"
3501,49345,"2025-07-23 00:00:00",18,"Defective",132867,"1.000","4.00"
3502,44686,"2025-05-15 00:00:00",18,"Defective",120298,"5.000","29.50"
3503,19778,"2025-01-24 00:00:00",3,"Changed mind",53213,"1.000","6.00"
