"purchase_product_id","purchase_order_id","vendor_product_id","quantity_purchased","actual_unit_cost"
1798,147,295,423,"1.29"
1799,1393,1998,401,"13.85"
1800,249,537,335,"1.43"
1801,145,395,399,"1.79"
1802,1559,2370,387,"4.29"
1803,1117,1687,312,"7.69"
1804,244,505,307,"3.93"
1805,676,1156,445,"3.20"
1806,1555,2292,314,"3.57"
1807,1739,2667,356,"18.75"
1808,23,19,494,"1.25"
1809,914,1489,448,"6.79"
1810,1636,2452,300,"1.43"
1811,838,1344,496,"15.38"
1812,136,267,419,"2.50"
1813,1017,1541,315,"1.84"
1814,1392,2009,392,"5.38"
1815,379,711,453,"1.60"
1816,258,495,349,"4.50"
1817,143,305,440,"3.93"
1818,236,667,438,"1.43"
1819,1556,2319,369,"2.50"
1820,142,280,431,"1.07"
1821,1841,2723,432,"9.52"
1822,1558,2288,367,"2.86"
1823,1637,2621,438,"2.00"
1824,1556,2249,426,"1.79"
1825,244,530,348,"1.43"
1826,1819,2735,434,"1.40"
1827,1558,2358,405,"2.14"
1828,1640,2426,343,"1.07"
1829,249,656,437,"2.86"
1830,917,1466,334,"1.07"
1831,47,58,428,"1.07"
1832,380,845,487,"2.60"
1833,367,850,426,"3.20"
1834,144,408,495,"2.86"
1835,1558,2280,429,"3.50"
1836,134,286,431,"2.86"
1837,1834,2803,382,"2.00"
1838,1478,3018,435,"6.15"
1839,152,289,450,"4.29"
1840,1478,3011,380,"4.00"
1841,1386,2003,388,"15.38"
1842,137,439,397,"1.25"
1843,372,747,322,"7.20"
1844,132,482,475,"5.77"
1845,39,168,465,"1.60"
1846,259,580,319,"1.43"
1847,149,432,455,"5.71"
1848,133,331,341,"3.57"
1849,1559,2269,323,"3.21"
1850,43,213,478,"1.40"
1851,35,91,473,"4.43"
1852,1477,2115,461,"1.96"
1853,675,1130,301,"2.80"
1854,1635,2560,437,"4.80"
1855,1016,1529,322,"1.84"
1856,1556,2372,319,"5.71"
1857,478,931,336,"3.20"
1858,1836,2788,435,"2.00"
1859,243,634,478,"3.57"
1860,31,48,380,"1.79"
1861,833,1308,356,"12.81"
1862,493,969,323,"1.84"
1863,1385,1994,313,"6.92"
1864,23,230,400,"0.16"
1865,1643,2407,490,"1.96"
1866,260,534,357,"1.43"
1867,34,82,462,"6.79"
1868,1644,2493,301,"7.14"
1869,766,1232,367,"3.39"
1870,158,426,421,"1.79"
1871,488,942,372,"2.00"
1872,247,524,330,"1.29"
1873,238,554,432,"1.43"
1874,1384,2036,339,"8.92"
1875,1915,2918,458,"0.64"
1876,1474,2155,458,"3.12"
1877,838,1355,474,"7.69"
1878,1640,2455,313,"6.96"
1879,243,590,388,"1.50"
1880,1924,2884,331,"4.80"
1881,1108,1674,443,"5.60"
1882,834,1353,308,"7.69"
1883,1013,1527,440,"4.00"
1884,475,929,472,"5.20"
1885,834,3016,419,"3.57"
1886,1394,2014,378,"6.92"
1887,1560,2252,455,"2.86"
1888,1395,2029,470,"6.15"
1889,579,1015,385,"9.60"
1890,578,1012,440,"5.20"
1891,833,1323,475,"15.38"
1892,1475,2130,459,"3.39"
1893,918,1490,450,"3.39"
1894,1558,2228,483,"2.86"
1895,772,1212,357,"1.29"
1896,834,1363,308,"15.38"
1897,151,351,493,"3.57"
1898,130,448,347,"9.23"
1899,1560,2313,399,"1.29"
1900,256,596,403,"1.50"
1901,914,1504,365,"1.71"
1902,242,666,351,"4.29"
1903,911,1408,417,"1.07"
1904,771,1213,310,"4.29"
1905,1644,2435,493,"1.96"
1906,480,876,326,"2.94"
1907,241,585,431,"1.43"
1908,26,216,404,"9.60"
1909,132,401,391,"1.79"
1910,677,1163,318,"4.40"
1911,1555,2271,455,"1.43"
1912,1018,1543,459,"1.60"
1913,376,856,444,"4.00"
1914,833,1332,468,"6.92"
1915,30,242,497,"0.80"
1916,139,294,412,"3.57"
1917,155,410,405,"2.86"
1918,136,436,475,"4.29"
1919,249,598,339,"1.79"
1920,910,1482,419,"1.79"
1921,1838,2766,450,"5.60"
1922,1126,1698,459,"7.69"
1923,580,1002,354,"2.00"
1924,1556,2260,306,"2.50"
1925,152,371,391,"1.43"
1926,375,729,494,"2.00"
1927,1561,2306,446,"4.46"
1928,1647,2474,374,"3.39"
1929,42,16,331,"1.79"
1930,370,826,382,"2.80"
1931,367,799,461,"1.60"
1932,902,1502,337,"1.04"
1933,374,847,453,"2.00"
1934,1639,2505,312,"1.43"
1935,237,497,376,"1.29"
1936,1201,1847,349,"9.60"
1937,1555,2295,339,"3.21"
1938,579,976,329,"2.00"
1939,1556,2344,353,"3.21"
1940,495,936,380,"1.84"
1941,367,823,411,"3.20"
1942,1210,1784,487,"2.00"
1943,237,658,345,"2.50"
1944,1025,1542,455,"3.20"
1945,1475,2139,475,"3.57"
1946,145,450,453,"13.85"
1947,244,621,444,"1.80"
1948,252,501,330,"1.07"
1949,249,564,387,"1.43"
1950,1558,2326,389,"1.79"
1951,1916,2862,468,"2.60"
1952,768,1246,324,"3.18"
1953,1209,1879,344,"3.20"
1954,1643,2510,460,"0.16"
1955,133,283,397,"0.86"
1956,146,250,333,"1.43"
1957,1640,2386,484,"2.14"
1958,1198,1831,344,"0.16"
1959,781,1228,440,"7.14"
1960,1556,2329,349,"2.50"
1961,240,680,412,"2.86"
1962,156,335,415,"2.14"
1963,366,687,312,"7.20"
1964,150,469,342,"15.38"
1965,1635,2494,480,"1.43"
1966,1561,2278,449,"2.14"
1967,1471,2180,476,"5.00"
1968,1557,2202,325,"1.36"
1969,586,1009,444,"8.00"
1970,834,1334,323,"5.38"
1971,1482,2124,321,"3.39"
1972,766,1197,307,"3.21"
1973,1636,2609,360,"9.60"
1974,1633,2392,365,"1.71"
1975,678,1157,412,"3.60"
1976,1560,2272,440,"1.79"
1977,1291,1948,325,"7.20"
1978,254,507,384,"0.64"
1979,577,982,337,"8.00"
1980,243,592,328,"3.21"
1981,1484,2123,326,"3.21"
1982,1232,1773,467,"12.50"
1983,1662,2487,395,"4.29"
1984,58,44,476,"1.07"
1985,269,632,448,"2.86"
1986,939,1469,422,"1.25"
1987,599,980,315,"2.00"
1988,1854,2820,301,"2.00"
1989,1320,1907,356,"2.40"
1990,1652,2562,461,"0.80"
1991,1492,2061,463,"1.14"
1992,922,1473,403,"1.43"
1993,1943,2850,365,"2.40"
1994,273,637,310,"2.86"
1995,1578,2293,444,"4.29"
1996,1139,1635,386,"5.60"
1997,1488,2072,310,"1.07"
1998,1137,1565,450,"6.40"
1999,1764,2690,467,"12.50"
2000,1652,2428,454,"1.43"
2001,270,551,383,"1.79"
2002,1403,2033,393,"9.23"
2003,273,3013,452,"1.43"
2004,268,506,407,"0.71"
2005,1945,2945,429,"9.60"
2006,1486,2112,418,"1.07"
2007,1862,2770,370,"0.64"
2008,1584,2227,380,"4.29"
2009,404,819,321,"4.00"
2010,164,262,452,"3.21"
2011,1564,2258,429,"1.25"
2012,1576,2267,392,"2.50"
2013,932,1402,423,"4.80"
2014,521,889,428,"18.75"
2015,1136,1722,442,"6.92"
2016,274,615,443,"1.43"
2017,1663,2501,461,"3.21"
2018,169,381,435,"2.46"
2019,1581,2320,463,"1.79"
2020,1036,3026,340,"2.14"
2021,1038,3012,435,"3.57"
2022,163,383,304,"1.64"
2023,850,1266,446,"9.38"
2024,1324,1928,478,"2.40"
2025,408,860,306,"2.80"
2026,798,1181,319,"1.07"
2027,1664,2482,491,"1.07"
2028,170,389,446,"4.29"
2029,271,623,312,"3.57"
2030,1929,2891,344,"3.20"
2031,932,1432,476,"3.21"
2032,165,290,386,"2.14"
2033,1573,2248,427,"2.43"
2034,1926,2848,411,"2.00"
2035,1234,1776,455,"7.50"
2036,262,638,395,"1.79"
2037,1943,2885,492,"3.60"
2038,1582,2318,422,"2.07"
2039,1139,1707,346,"4.62"
2040,499,968,423,"4.80"
2041,1581,2345,332,"1.07"
2042,505,865,467,"3.12"
2043,167,275,439,"3.18"
2044,602,991,485,"4.80"
2045,1326,1896,303,"4.80"
2046,1219,1771,458,"9.38"
2047,850,1287,468,"15.62"
2048,164,268,462,"1.29"
2049,401,724,478,"5.60"
2050,171,265,396,"2.86"
2051,1563,2314,382,"2.14"
2052,1142,1682,457,"9.23"
2053,1937,2952,331,"3.20"
2054,163,318,475,"3.18"
2055,1577,2232,337,"1.43"
2056,161,484,457,"4.62"
2057,162,261,344,"3.21"
2058,937,1446,331,"3.21"
2059,275,595,319,"0.86"
2060,593,999,313,"2.00"
2061,401,857,359,"4.80"
2062,271,684,400,"2.14"
2063,1943,2993,452,"2.00"
2064,161,3034,372,"1.71"
2065,1138,1700,311,"4.62"
2066,939,1450,431,"1.43"
2067,789,1200,445,"1.07"
2068,1571,2324,396,"1.29"
2069,1321,1947,338,"6.40"
2070,612,977,343,"3.20"
2071,1570,2341,384,"7.14"
2072,1947,2847,447,"4.00"
2073,1653,2571,302,"7.20"
2074,516,963,375,"1.44"
2075,1588,2253,405,"2.14"
2076,1569,2236,447,"5.00"
2077,52,52,332,"3.39"
2078,1654,2484,395,"1.43"
2079,267,681,442,"1.79"
2080,394,853,458,"2.56"
2081,610,1097,372,"4.80"
2082,1650,2440,386,"1.07"
2083,1325,1977,300,"4.00"
2084,1669,2631,476,"3.20"
2085,940,1503,315,"6.79"
2086,171,384,412,"1.79"
2087,168,491,323,"5.38"
2088,169,313,364,"1.43"
2089,930,1382,443,"3.20"
2090,851,1317,302,"4.62"
2091,844,1279,308,"12.50"
2092,273,532,500,"3.57"
2093,162,454,395,"6.15"
2094,1568,2357,360,"70.31"
2095,1660,2410,483,"4.36"
2096,1579,2307,356,"4.29"
2097,160,340,458,"2.50"
2098,397,3023,336,"2.86"
2099,55,26,472,"3.21"
2100,270,602,338,"2.75"
2101,50,37,410,"3.07"
2102,1485,2159,489,"13.12"
2103,163,423,435,"3.21"
2104,402,837,416,"3.20"
2105,263,576,446,"3.21"
2106,394,778,400,"3.36"
2107,790,1192,488,"1.29"
2108,930,1484,384,"2.29"
2109,598,994,376,"1.84"
2110,1042,1507,337,"8.00"
2111,929,1457,361,"1.07"
2112,1307,1974,403,"5.60"
2113,1488,2090,344,"4.29"
2114,1852,2821,493,"2.40"
2115,168,474,475,"13.85"
2116,1859,2838,327,"2.00"
2117,162,433,338,"2.14"
2118,261,606,494,"4.29"
2119,841,1335,302,"13.85"
2120,394,797,380,"3.20"
2121,53,3,335,"1.43"
2122,1655,2483,443,"1.07"
2123,1587,2198,390,"3.21"
2124,166,399,357,"3.21"
2125,267,591,461,"2.50"
2126,161,480,381,"6.15"
2127,847,1268,315,"5.00"
2128,1134,1725,442,"4.62"
2129,408,812,407,"3.20"
2130,798,1217,344,"2.14"
2131,57,35,304,"1.79"
2132,1318,1962,444,"6.48"
2133,167,490,453,"13.85"
2134,166,274,311,"1.29"
2135,1569,2237,477,"2.14"
2136,1583,2217,403,"5.00"
2137,924,1384,473,"1.60"
2138,1321,1900,432,"3.20"
2139,1236,1840,459,"7.20"
2140,1581,2298,442,"3.57"
2141,1307,1934,473,"2.00"
2142,1768,2702,417,"19.38"
2143,1042,1547,479,"5.20"
2144,931,1472,424,"4.39"
2145,1564,2254,319,"2.14"
2146,512,897,326,"3.12"
2147,1574,2381,498,"3.57"
2148,1039,1524,329,"1.44"
2149,1307,1894,478,"6.40"
2150,1590,2299,365,"3.43"
2151,48,232,372,"2.00"
2152,920,1431,399,"1.96"
2153,514,887,345,"6.25"
2154,1590,2231,419,"2.14"
2155,1747,2662,433,"7.81"
2156,1854,2732,423,"2.00"
2157,1926,2868,305,"4.00"
2158,504,872,428,"5.00"
2159,1407,1992,377,"7.69"
2160,52,154,306,"7.20"
2161,611,996,411,"8.00"
2162,1217,1758,494,"13.12"
2163,168,467,422,"9.23"
2164,1138,1702,373,"6.15"
2165,691,1150,349,"2.40"
2166,57,33,346,"3.21"
2167,786,1249,307,"1.43"
2168,1933,2883,358,"3.60"
2169,1491,2167,401,"15.62"
2170,390,809,422,"2.00"
2171,1864,2824,426,"5.60"
2172,497,923,412,"3.20"
2173,1658,2525,477,"5.60"
2174,400,832,337,"4.00"
2175,1570,2331,336,"4.29"
2176,920,1378,397,"2.00"
2177,1492,2050,453,"3.39"
2178,854,1322,312,"6.92"
2179,792,1253,380,"4.29"
2180,684,1161,386,"2.24"
2181,1587,2261,344,"1.43"
2182,265,631,450,"4.29"
2183,1488,2149,391,"6.25"
2184,685,1133,348,"2.80"
2185,933,3022,319,"1.25"
2186,921,1389,327,"4.80"
2187,168,440,304,"4.29"
2188,397,746,411,"2.00"
2189,163,385,474,"36.55"
2190,55,3024,499,"2.86"
2191,1490,2171,492,"15.94"
2192,49,84,319,"3.04"
2193,267,544,469,"4.21"
2194,160,332,320,"4.64"
2195,267,640,454,"2.86"
2196,787,3017,312,"2.00"
2197,1308,1911,409,"2.40"
2198,607,992,420,"1.84"
2199,271,578,392,"1.43"
2200,1036,1532,389,"1.84"
2201,163,405,343,"7.14"
2202,1237,1832,469,"5.76"
2203,1416,2012,324,"13.85"
2204,1755,2665,357,"15.62"
2205,1489,2182,408,"9.38"
2206,54,36,349,"1.07"
2207,605,1027,411,"5.60"
2208,1573,2238,439,"4.29"
2209,390,843,313,"3.20"
2210,505,907,482,"12.50"
2211,170,396,306,"1.79"
2212,1220,1749,499,"12.50"
2213,171,430,449,"2.86"
2214,275,538,409,"2.86"
2215,53,12,303,"1.07"
2216,1489,2164,398,"18.75"
2217,167,273,309,"7.14"
2218,402,828,383,"3.20"
2219,1313,1940,472,"5.60"
2220,921,1486,317,"6.79"
2221,401,858,478,"4.00"
2222,841,1345,368,"6.92"
2223,1940,2999,404,"0.80"
2224,170,315,328,"2.86"
2225,841,1358,377,"5.77"
2226,1225,1843,382,"2.00"
2227,1565,2323,337,"1.79"
2228,1765,3033,367,"3.29"
2229,614,1104,322,"7.60"
2230,166,418,419,"1.79"
2231,166,380,312,"2.21"
2232,166,352,305,"4.29"
2233,1581,2380,470,"3.57"
2234,1854,2774,316,"2.40"
2235,1487,2077,448,"1.07"
2236,261,555,362,"2.86"
2237,1660,2382,351,"3.21"
2238,795,1264,358,"1.43"
2239,272,597,442,"3.21"
2240,1851,2834,486,"5.60"
2241,1851,2830,459,"0.80"
2242,1053,1548,313,"1.44"
2243,53,81,349,"1.07"
2244,1950,2968,447,"7.36"
2245,164,297,467,"1.07"
2246,791,1175,417,"2.14"
2247,508,902,390,"13.12"
2248,1572,2310,404,"3.93"
2249,1407,2032,313,"5.38"
2250,504,941,390,"4.80"
2251,513,914,461,"6.56"
2252,1571,2256,358,"2.14"
2253,57,24,321,"1.79"
2254,605,1080,467,"1.92"
2255,265,646,480,"4.29"
2256,504,946,404,"1.44"
2257,269,683,420,"1.29"
2258,1851,2836,370,"6.40"
2259,1140,1738,365,"15.38"
2260,854,1328,486,"8.85"
2261,607,978,362,"1.60"
2262,1935,2876,398,"3.20"
2263,683,1115,381,"3.20"
2264,1573,2246,339,"3.57"
2265,1408,2000,389,"5.38"
2266,1238,1812,403,"1.60"
2267,1755,2686,331,"4.75"
2268,56,191,453,"3.20"
2269,263,616,494,"3.21"
2270,171,375,324,"7.14"
2271,262,575,325,"7.14"
2272,1580,2315,405,"2.79"
2273,1309,1952,305,"1.40"
2274,171,415,384,"1.43"
2275,1138,1703,475,"13.85"
2276,847,1330,487,"7.69"
2277,261,511,314,"2.50"
2278,263,567,311,"2.14"
2279,163,260,408,"1.79"
2280,1849,2707,315,"2.40"
2281,845,1365,356,"6.92"
2282,1570,2203,440,"7.14"
2283,1581,2245,483,"4.29"
2284,264,626,467,"4.29"
2285,1656,2433,425,"3.57"
2286,261,569,420,"1.79"
2287,1666,2538,325,"7.20"
2288,1856,2753,451,"0.80"
2289,504,908,365,"7.50"
2290,167,281,345,"2.14"
2291,1573,2363,332,"3.93"
2292,1670,2416,375,"1.07"
2293,167,478,315,"15.38"
2294,390,821,323,"3.60"
2295,788,1182,345,"4.64"
2296,403,818,318,"4.80"
2297,1143,1733,440,"5.38"
2298,591,3008,424,"3.93"
2299,1218,1823,464,"5.60"
2300,1948,2991,336,"7.20"
2301,166,444,500,"1.75"
2302,1132,1618,471,"3.20"
2303,400,833,357,"2.00"
2304,1761,2701,371,"12.50"
2305,162,342,408,"3.93"
2306,266,581,317,"38.44"
2307,269,559,461,"2.86"
2308,167,358,459,"1.43"
2309,168,488,337,"6.15"
2310,1492,2093,417,"1.43"
2311,263,513,329,"1.79"
2312,1654,2395,456,"1.07"
2313,1483,2109,436,"1.07"
2314,1853,3014,309,"1.14"
2315,934,1396,494,"3.20"
2316,1569,2321,382,"4.29"
2317,396,697,348,"2.00"
2318,1587,2373,391,"4.36"
2319,1562,2226,444,"1.79"
2320,166,466,395,"8.85"
2321,167,388,337,"3.36"
2322,165,487,352,"15.38"
2323,1938,2881,333,"2.40"
2324,390,776,337,"3.20"
2325,1925,2960,307,"7.12"
2326,58,113,384,"2.00"
2327,1650,2597,446,"6.40"
2328,265,514,460,"2.14"
2329,1048,1512,356,"2.00"
2330,1233,1745,400,"15.62"
2331,1575,2206,384,"3.57"
2332,166,434,491,"2.50"
2333,929,1458,320,"3.21"
2334,163,397,476,"3.21"
2335,690,1123,341,"4.40"
2336,1562,2339,487,"2.04"
2337,1571,2338,333,"2.14"
2338,1661,2529,418,"1.52"
2339,53,169,483,"3.20"
2340,940,1369,343,"5.20"
2341,408,790,479,"2.00"
2342,54,55,392,"3.57"
2343,165,252,370,"3.57"
2344,926,1410,452,"7.14"
2345,938,1476,459,"1.07"
2346,170,263,366,"1.43"
2347,1137,1732,310,"11.54"
2348,1489,3035,478,"0.86"
2349,1488,2177,301,"7.50"
2350,52,17,302,"1.79"
2351,271,620,343,"1.75"
2352,162,3007,432,"2.86"
2353,163,333,398,"5.00"
2354,1483,2173,318,"5.31"
2355,516,901,346,"5.00"
2356,1225,1778,317,"5.00"
2357,603,1033,358,"4.00"
2358,1484,2101,344,"7.14"
2359,160,431,479,"3.21"
2360,1568,2222,394,"2.86"
2361,1672,2515,415,"1.40"
2362,400,706,358,"5.60"
2363,1583,2211,307,"1.43"
2364,1222,1875,339,"2.48"
2365,1047,1513,395,"4.00"
2366,275,494,313,"2.50"
2367,171,359,455,"4.43"
2368,167,452,478,"5.77"
2369,681,1145,416,"2.80"
2370,793,1173,452,"3.39"
2371,1410,2005,484,"6.15"
2372,163,369,325,"3.21"
2373,56,144,340,"2.00"
2374,1486,2059,474,"1.07"
2375,1580,2333,306,"3.57"
2376,403,714,433,"4.80"
2377,1485,2056,397,"1.07"
2378,855,1318,364,"6.92"
2379,1578,2270,318,"3.21"
2380,922,1403,413,"5.20"
2381,1577,2234,317,"1.50"
2382,688,1126,366,"3.20"
2383,1316,1924,374,"4.00"
2384,1313,1968,493,"4.80"
2385,841,1282,476,"6.25"
2386,1138,1712,453,"5.15"
2387,1672,2596,447,"5.60"
2388,1216,1883,332,"7.20"
2389,1943,2870,346,"4.80"
2390,603,1047,445,"4.80"
2391,1946,2861,424,"2.80"
2392,262,652,494,"2.14"
2393,1563,2350,459,"4.29"
2394,53,195,410,"1.40"
2395,1589,2294,487,"2.14"
2396,607,1030,489,"0.80"
2397,1587,2316,449,"1.43"
2398,1310,3032,312,"10.94"
2399,1142,1580,407,"6.40"
2400,1137,1600,490,"7.20"
2401,49,239,398,"2.32"
2402,1221,1763,482,"3.12"
2403,1666,2417,417,"1.07"
2404,844,1310,494,"9.69"
2405,160,461,427,"6.92"
2406,839,1291,354,"9.38"
2407,1132,1686,458,"7.69"
2408,1577,2330,325,"1.71"
2409,386,737,325,"2.00"
2410,937,1454,467,"1.07"
2411,598,1091,459,"9.44"
2412,168,456,387,"5.77"
2413,1664,2488,404,"3.21"
2414,688,1155,383,"2.80"
2415,1485,2069,370,"1.43"
2416,1938,2917,413,"1.96"
2417,1134,1556,365,"3.20"
2418,1138,1718,381,"13.85"
2419,1655,2478,487,"1.79"
2420,167,464,498,"5.38"
2421,515,882,310,"12.50"
2422,273,600,367,"1.79"
2423,928,1500,350,"1.43"
2424,171,437,484,"1.79"
2425,163,284,422,"2.86"
2426,1852,2817,449,"0.80"
2427,1576,2273,474,"2.86"
2428,1487,2133,308,"3.57"
2429,265,653,476,"4.29"
2430,1667,2472,303,"1.07"
2431,1562,2302,413,"2.14"
2432,1588,2287,304,"3.93"
2433,1587,2268,326,"2.14"
2434,1403,2007,333,"7.69"
2435,51,116,351,"1.36"
2436,1654,2583,355,"3.20"
2437,1308,1965,370,"0.64"
2438,691,1164,456,"4.00"
2439,1137,1576,500,"4.80"
2440,596,1004,459,"1.60"
2441,1944,2963,360,"3.28"
2442,391,796,330,"3.84"
2443,606,972,393,"2.00"
2444,1140,1695,468,"11.54"
2445,166,470,409,"5.77"
2446,1935,2920,329,"7.20"
2447,515,911,485,"5.00"
2448,164,319,308,"1.79"
2449,391,838,375,"4.00"
2450,1657,2530,381,"1.92"
2451,401,830,409,"4.40"
2452,1926,2878,397,"3.20"
2453,397,740,462,"1.60"
2454,514,873,473,"15.81"
2455,608,979,418,"8.00"
2456,1141,1654,463,"2.00"
2457,1484,2104,476,"3.21"
2458,1565,2199,425,"1.79"
2459,796,1230,443,"6.79"
2460,168,257,305,"2.14"
2461,1948,2842,480,"2.40"
2462,272,3030,440,"1.43"
2463,686,1129,316,"3.36"
2464,1328,1898,359,"7.36"
2465,269,648,482,"3.14"
2466,849,1295,426,"15.62"
2467,163,330,360,"2.86"
2468,1574,2311,444,"2.86"
2469,263,3029,352,"1.04"
2470,264,601,442,"2.86"
2471,1226,1777,360,"12.50"
2472,1654,2636,331,"0.80"
2473,1043,1538,311,"2.00"
2474,275,574,400,"2.14"
2475,55,157,304,"1.40"
2476,926,1393,424,"5.20"
2477,163,465,485,"7.69"
2478,926,1392,430,"2.00"
2479,1562,2212,451,"3.93"
2480,1937,2844,356,"3.20"
2481,1232,1816,491,"6.40"
2482,160,419,441,"0.71"
2483,682,1146,498,"4.00"
2484,1926,2894,363,"3.20"
2485,1223,1795,354,"5.60"
2486,787,1178,362,"1.43"
2487,275,635,471,"2.50"
2488,927,1498,385,"1.43"
2489,592,1011,373,"5.20"
2490,1949,2904,414,"1.96"
2491,1760,2660,490,"9.69"
2492,1048,1523,330,"3.20"
2493,169,306,471,"2.14"
2494,1489,2039,456,"6.79"
2495,937,1391,358,"1.84"
2496,601,973,475,"1.84"
2497,51,217,475,"2.40"
2498,50,182,306,"1.92"
2499,271,670,416,"1.79"
2500,854,1298,468,"7.50"
2501,1856,2762,420,"0.72"
2502,163,301,436,"0.71"
2503,53,31,331,"3.57"
2504,1044,1506,355,"5.20"
2505,51,7,466,"1.25"
2506,1930,2916,418,"3.28"
2507,1215,1765,308,"19.06"
2508,855,1354,311,"6.92"
2509,1490,2161,380,"7.50"
2510,265,493,398,"3.93"
2511,408,730,393,"7.12"
2512,1663,2489,393,"3.14"
2513,1492,2165,345,"15.62"
2514,1652,2569,492,"4.96"
2515,839,1325,303,"9.23"
2516,1945,2996,438,"0.80"
2517,1929,2896,431,"2.00"
2518,1585,2215,365,"1.82"
2519,1747,2689,349,"12.50"
2520,1588,2243,475,"2.50"
2521,163,441,366,"1.77"
2522,1658,2592,359,"2.00"
2523,1582,2207,413,"2.14"
2524,58,3025,451,"4.21"
2525,1860,2740,396,"2.40"
2526,1673,3015,336,"3.14"
2527,169,471,470,"4.62"
2528,503,919,394,"5.20"
2529,931,1413,464,"1.79"
2530,1657,2434,430,"3.39"
2531,1566,2195,315,"1.79"
2532,52,73,385,"3.39"
2533,267,654,425,"2.79"
2534,261,630,303,"3.93"
2535,1571,2346,325,"3.21"
2536,1490,2120,467,"3.00"
2537,1942,2892,347,"3.20"
2538,1933,2879,328,"2.24"
2539,402,842,401,"4.00"
2540,1491,2183,429,"12.50"
2541,1659,2424,450,"1.07"
2542,58,54,361,"6.79"
2543,847,1285,338,"6.44"
2544,171,248,324,"4.29"
2545,56,140,371,"1.36"
2546,1568,2284,369,"3.93"
2547,1410,2001,457,"5.77"
2548,600,1017,469,"0.64"
2549,160,382,483,"2.14"
2550,49,136,488,"2.00"
2551,691,1153,450,"4.00"
2552,170,443,404,"1.79"
2553,57,111,369,"0.80"
2554,271,563,407,"2.11"
2555,499,925,409,"8.00"
2556,1946,2897,459,"4.00"
2557,1311,1903,330,"6.40"
2558,1564,2221,447,"5.00"
2559,169,362,320,"1.79"
2560,168,270,375,"2.14"
2561,55,74,347,"1.79"
2562,1563,2291,475,"3.57"
2563,168,339,319,"1.79"
2564,1405,1981,433,"7.69"
2565,1573,2296,413,"3.57"
2566,1414,2016,466,"6.92"
2567,1569,2196,442,"4.29"
2568,1489,2186,447,"7.81"
2569,1854,2825,419,"1.52"
2570,275,545,452,"3.57"
2571,789,1187,402,"1.89"
2572,610,1010,458,"8.00"
2573,274,519,456,"3.57"
2574,263,521,496,"3.57"
2575,1565,2259,476,"2.14"
2576,271,528,435,"3.93"
2577,500,943,312,"5.20"
2578,263,570,436,"2.07"
2579,1408,2010,380,"4.62"
2580,592,1006,319,"3.20"
2581,164,287,439,"4.07"
2582,1035,1510,332,"1.44"
2583,268,572,377,"2.75"
2584,1584,2378,463,"1.79"
2585,502,920,496,"4.00"
2586,268,583,308,"5.71"
2587,271,520,413,"1.79"
2588,937,1381,378,"1.60"
2589,1142,1740,342,"13.85"
2590,1936,2965,401,"2.00"
2591,164,420,392,"1.75"
2592,844,1350,489,"11.54"
2593,612,1042,374,"0.64"
2594,1659,2421,453,"3.04"
2595,401,696,386,"0.16"
2596,1667,2469,491,"3.21"
2597,1144,1655,338,"3.20"
2598,934,1460,416,"3.07"
2599,939,1434,335,"3.21"
2600,1572,2200,434,"3.93"
2601,1938,2903,404,"6.40"
2602,261,647,372,"3.18"
2603,1038,1536,495,"2.00"
2604,798,1214,386,"1.07"
2605,405,765,395,"5.68"
2606,168,363,409,"4.29"
2607,267,543,332,"1.43"
2608,275,586,315,"9.99"
2609,271,655,321,"1.79"
2610,1573,2282,460,"5.71"
2611,1487,2193,306,"18.75"
2612,57,51,339,"2.14"
2613,1858,2782,421,"1.88"
2614,1572,2229,411,"3.93"
2615,1756,2698,457,"7.50"
2616,1949,2851,424,"2.40"
2617,1490,2184,464,"5.00"
2618,1662,2459,303,"3.11"
2619,1858,2785,450,"0.80"
2620,166,407,319,"1.75"
2621,1576,2353,381,"3.57"
2622,935,3021,301,"4.14"
2623,793,1243,439,"4.46"
2624,506,863,488,"5.00"
2625,1859,2797,421,"0.64"
2626,269,660,323,"3.07"
2627,54,156,375,"3.20"
2628,844,1286,354,"3.12"
2629,1651,2408,490,"2.14"
2630,264,642,440,"3.21"
2631,1928,2959,433,"9.60"
2632,1654,2518,326,"1.96"
2633,275,533,363,"0.64"
2634,924,3031,361,"6.92"
2635,1673,2612,408,"0.16"
2636,798,1257,391,"1.79"
2637,496,874,441,"12.50"
2638,1672,2645,460,"3.20"
2639,933,1430,465,"1.29"
2640,1927,2907,410,"9.60"
2641,167,460,485,"11.54"
2642,1851,3009,362,"2.50"
2643,928,1420,351,"1.07"
2644,263,552,364,"3.43"
2645,1668,2447,302,"7.14"
2646,401,764,384,"1.40"
2647,391,722,386,"2.04"
2648,57,153,367,"0.80"
2649,1578,2351,416,"3.36"
2650,693,1132,429,"2.00"
2651,936,1416,487,"7.14"
2652,1327,1925,306,"2.00"
2653,1490,2051,400,"1.29"
2654,1664,2463,462,"1.79"
2655,1144,1617,488,"0.80"
2656,162,259,439,"3.71"
2657,1938,2855,367,"4.00"
2658,1590,2242,431,"1.79"
2659,268,649,319,"7.14"
2660,1760,2658,490,"6.25"
2661,166,302,449,"2.14"
2662,930,3028,481,"4.29"
2663,1951,2857,315,"2.00"
2664,271,573,454,"1.07"
2665,1486,2044,436,"1.79"
2666,265,558,355,"47.54"
